Geneid	Entity	Symbol	Label	SourceFile
gene-PHIKZ033	phage	gene-PHIKZ033	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ105	phage	gene-PHIKZ105	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ123	phage	gene-PHIKZ123	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ046	phage	gene-PHIKZ046	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p74	phage	gene-PHIKZ_p74	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ106	phage	gene-PHIKZ106	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ252	phage	gene-PHIKZ252	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ074	phage	gene-PHIKZ074	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ140	phage	gene-PHIKZ140	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p64	phage	gene-PHIKZ_p64	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ162	phage	gene-PHIKZ162	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ163	phage	gene-PHIKZ163	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ209	phage	gene-PHIKZ209	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ101	phage	gene-PHIKZ101	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ263	phage	gene-PHIKZ263	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p19	phage	gene-PHIKZ_p19	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ022	phage	gene-PHIKZ022	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ035	phage	gene-PHIKZ035	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ132	phage	gene-PHIKZ132	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ207	phage	gene-PHIKZ207	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ298	phage	gene-PHIKZ298	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ126	phage	gene-PHIKZ126	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ284	phage	gene-PHIKZ284	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ025	phage	gene-PHIKZ025	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ253	phage	gene-PHIKZ253	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ296	phage	gene-PHIKZ296	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ028	phage	gene-PHIKZ028	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ188	phage	gene-PHIKZ188	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ294	phage	gene-PHIKZ294	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ136	phage	gene-PHIKZ136	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ189	phage	gene-PHIKZ189	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ043	phage	gene-PHIKZ043	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ233	phage	gene-PHIKZ233	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p18	phage	gene-PHIKZ_p18	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ186	phage	gene-PHIKZ186	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ176	phage	gene-PHIKZ176	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ021	phage	gene-PHIKZ021	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ076	phage	gene-PHIKZ076	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p26	phage	gene-PHIKZ_p26	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p87	phage	gene-PHIKZ_p87	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ283	phage	gene-PHIKZ283	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ113	phage	gene-PHIKZ113	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ138	phage	gene-PHIKZ138	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p55	phage	gene-PHIKZ_p55	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p41	phage	gene-PHIKZ_p41	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ291	phage	gene-PHIKZ291	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ259	phage	gene-PHIKZ259	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ157	phage	gene-PHIKZ157	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p37	phage	gene-PHIKZ_p37	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ093	phage	gene-PHIKZ093	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ047	phage	gene-PHIKZ047	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ055	phage	gene-PHIKZ055	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ152	phage	gene-PHIKZ152	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ304	phage	gene-PHIKZ304	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p50	phage	gene-PHIKZ_p50	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p62	phage	gene-PHIKZ_p62	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ247	phage	gene-PHIKZ247	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ242	phage	gene-PHIKZ242	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ056	phage	gene-PHIKZ056	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ036	phage	gene-PHIKZ036	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p30	phage	gene-PHIKZ_p30	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ235	phage	gene-PHIKZ235	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ050	phage	gene-PHIKZ050	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ231	phage	gene-PHIKZ231	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ107	phage	gene-PHIKZ107	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ104	phage	gene-PHIKZ104	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ268	phage	gene-PHIKZ268	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ206	phage	gene-PHIKZ206	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p70	phage	gene-PHIKZ_p70	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ158	phage	gene-PHIKZ158	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p16	phage	gene-PHIKZ_p16	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ083	phage	gene-PHIKZ083	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ285	phage	gene-PHIKZ285	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ125	phage	gene-PHIKZ125	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ026	phage	gene-PHIKZ026	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ293	phage	gene-PHIKZ293	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ005	phage	gene-PHIKZ005	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ051	phage	gene-PHIKZ051	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p79	phage	gene-PHIKZ_p79	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p14	phage	gene-PHIKZ_p14	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ187	phage	gene-PHIKZ187	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ205	phage	gene-PHIKZ205	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ216	phage	gene-PHIKZ216	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ199	phage	gene-PHIKZ199	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ178	phage	gene-PHIKZ178	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ289	phage	gene-PHIKZ289	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ072	phage	gene-PHIKZ072	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ006	phage	gene-PHIKZ006	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p39	phage	gene-PHIKZ_p39	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ145	phage	gene-PHIKZ145	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_t07	phage	gene-PHIKZ_t07	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ095	phage	gene-PHIKZ095	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ221	phage	gene-PHIKZ221	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p49	phage	gene-PHIKZ_p49	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ120	phage	gene-PHIKZ120	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p56	phage	gene-PHIKZ_p56	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ039	phage	gene-PHIKZ039	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ030	phage	gene-PHIKZ030	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ295	phage	gene-PHIKZ295	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ062	phage	gene-PHIKZ062	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p31	phage	gene-PHIKZ_p31	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ180	phage	gene-PHIKZ180	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ151	phage	gene-PHIKZ151	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ183	phage	gene-PHIKZ183	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ080	phage	gene-PHIKZ080	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ297	phage	gene-PHIKZ297	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ212	phage	gene-PHIKZ212	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ276	phage	gene-PHIKZ276	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ218	phage	gene-PHIKZ218	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ279	phage	gene-PHIKZ279	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p47	phage	gene-PHIKZ_p47	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p43	phage	gene-PHIKZ_p43	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p73	phage	gene-PHIKZ_p73	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ147	phage	gene-PHIKZ147	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p34	phage	gene-PHIKZ_p34	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ277	phage	gene-PHIKZ277	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ037	phage	gene-PHIKZ037	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ155	phage	gene-PHIKZ155	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p66	phage	gene-PHIKZ_p66	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ150	phage	gene-PHIKZ150	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p59	phage	gene-PHIKZ_p59	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p81	phage	gene-PHIKZ_p81	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ045	phage	gene-PHIKZ045	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p82	phage	gene-PHIKZ_p82	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p53	phage	gene-PHIKZ_p53	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p33	phage	gene-PHIKZ_p33	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ166	phage	gene-PHIKZ166	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ041	phage	gene-PHIKZ041	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ179	phage	gene-PHIKZ179	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p15	phage	gene-PHIKZ_p15	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ097	phage	gene-PHIKZ097	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ220	phage	gene-PHIKZ220	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ269	phage	gene-PHIKZ269	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ194	phage	gene-PHIKZ194	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p03	phage	gene-PHIKZ_p03	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ243	phage	gene-PHIKZ243	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ222	phage	gene-PHIKZ222	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ059	phage	gene-PHIKZ059	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p13	phage	gene-PHIKZ_p13	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ174	phage	gene-PHIKZ174	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ054	phage	gene-PHIKZ054	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ170	phage	gene-PHIKZ170	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ237	phage	gene-PHIKZ237	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ198	phage	gene-PHIKZ198	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ130	phage	gene-PHIKZ130	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ148	phage	gene-PHIKZ148	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ160	phage	gene-PHIKZ160	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p89	phage	gene-PHIKZ_p89	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ153	phage	gene-PHIKZ153	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ013	phage	gene-PHIKZ013	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ281	phage	gene-PHIKZ281	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ014	phage	gene-PHIKZ014	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ038	phage	gene-PHIKZ038	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ139	phage	gene-PHIKZ139	early	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ_p68	phage	gene-PHIKZ_p68	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ156	phage	gene-PHIKZ156	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ197	phage	gene-PHIKZ197	middle	Ceyssens_non-directional_cleaned.tsv
gene-PHIKZ299	phage	gene-PHIKZ299	early	Ceyssens_non-directional_cleaned.tsv
gene-T7p36	phage	gene-T7p36	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p01	phage	gene-T7p01	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p19	phage	gene-T7p19	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p56	phage	gene-T7p56	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p58	phage	gene-T7p58	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p37	phage	gene-T7p37	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p44	phage	gene-T7p44	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p25	phage	gene-T7p25	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p13	phage	gene-T7p13	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p23	phage	gene-T7p23	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p18	phage	gene-T7p18	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p55	phage	gene-T7p55	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p28	phage	gene-T7p28	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p51	phage	gene-T7p51	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p03	phage	gene-T7p03	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p35	phage	gene-T7p35	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p07	phage	gene-T7p07	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p16	phage	gene-T7p16	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p14	phage	gene-T7p14	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p43	phage	gene-T7p43	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p02	phage	gene-T7p02	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p05	phage	gene-T7p05	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p50	phage	gene-T7p50	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p48	phage	gene-T7p48	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p24	phage	gene-T7p24	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p10	phage	gene-T7p10	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p34	phage	gene-T7p34	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p40	phage	gene-T7p40	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p17	phage	gene-T7p17	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p39	phage	gene-T7p39	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p52	phage	gene-T7p52	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p09	phage	gene-T7p09	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p32	phage	gene-T7p32	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p53	phage	gene-T7p53	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p45	phage	gene-T7p45	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p29	phage	gene-T7p29	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p26	phage	gene-T7p26	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p15	phage	gene-T7p15	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p42	phage	gene-T7p42	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p59	phage	gene-T7p59	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p06	phage	gene-T7p06	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p49	phage	gene-T7p49	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p47	phage	gene-T7p47	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p54	phage	gene-T7p54	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p27	phage	gene-T7p27	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p12	phage	gene-T7p12	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p04	phage	gene-T7p04	middle	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p33	phage	gene-T7p33	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p22	phage	gene-T7p22	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p20	phage	gene-T7p20	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p41	phage	gene-T7p41	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p31	phage	gene-T7p31	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p38	phage	gene-T7p38	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p46	phage	gene-T7p46	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p21	phage	gene-T7p21	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p30	phage	gene-T7p30	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p08	phage	gene-T7p08	late	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p57	phage	gene-T7p57	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-T7p60	phage	gene-T7p60	early	Guegler_T7_minusToxIN_cleaned.tsv
gene-g068	phage	g068	late	Leskinen_cleaned.tsv
gene-g352	phage	g352	early	Leskinen_cleaned.tsv
gene-g035	phage	g035	early	Leskinen_cleaned.tsv
gene-g247	phage	g247	late	Leskinen_cleaned.tsv
gene-g091	phage	g091	late	Leskinen_cleaned.tsv
gene-g325	phage	g325	late	Leskinen_cleaned.tsv
gene-g152	phage	g152	late	Leskinen_cleaned.tsv
gene-g281	phage	g281	early	Leskinen_cleaned.tsv
gene-g270	phage	g270	late	Leskinen_cleaned.tsv
gene-g153	phage	g153	late	Leskinen_cleaned.tsv
gene-g157	phage	g157	late	Leskinen_cleaned.tsv
gene-g128	phage	g128	late	Leskinen_cleaned.tsv
gene-g033	phage	g033	early	Leskinen_cleaned.tsv
gene-g007	phage	g007	early	Leskinen_cleaned.tsv
gene-g278	phage	g278	late	Leskinen_cleaned.tsv
gene-g026	phage	g026	early	Leskinen_cleaned.tsv
gene-g175	phage	g175	late	Leskinen_cleaned.tsv
gene-g096	phage	g096	late	Leskinen_cleaned.tsv
gene-g241	phage	g241	late	Leskinen_cleaned.tsv
gene-g098	phage	g098	late	Leskinen_cleaned.tsv
gene-g051	phage	g051	late	Leskinen_cleaned.tsv
gene-g008	phage	g008	early	Leskinen_cleaned.tsv
gene-g357	phage	g357	early	Leskinen_cleaned.tsv
gene-g364	phage	g364	early	Leskinen_cleaned.tsv
gene-g341	phage	g341	early	Leskinen_cleaned.tsv
gene-g331	phage	g331	early	Leskinen_cleaned.tsv
gene-g085	phage	g085	early	Leskinen_cleaned.tsv
gene-g195	phage	g195	late	Leskinen_cleaned.tsv
gene-g194	phage	g194	late	Leskinen_cleaned.tsv
gene-g133	phage	g133	late	Leskinen_cleaned.tsv
gene-g315	phage	g315	late	Leskinen_cleaned.tsv
gene-g329	phage	g329	late	Leskinen_cleaned.tsv
gene-g117	phage	g117	late	Leskinen_cleaned.tsv
gene-g146	phage	g146	early	Leskinen_cleaned.tsv
gene-g348	phage	g348	early	Leskinen_cleaned.tsv
gene-g321	phage	g321	middle	Leskinen_cleaned.tsv
gene-g216	phage	g216	middle	Leskinen_cleaned.tsv
gene-g081	phage	g081	late	Leskinen_cleaned.tsv
gene-g022	phage	g022	early	Leskinen_cleaned.tsv
gene-g253	phage	g253	early	Leskinen_cleaned.tsv
gene-g294	phage	g294	late	Leskinen_cleaned.tsv
gene-g318	phage	g318	early	Leskinen_cleaned.tsv
gene-tRNA-Leu (UAA)	phage	tRNA-Leu (UAA)	early	Leskinen_cleaned.tsv
gene-g073	phage	g073	late	Leskinen_cleaned.tsv
gene-g145	phage	g145	late	Leskinen_cleaned.tsv
gene-g188	phage	g188	late	Leskinen_cleaned.tsv
gene-g199	phage	g199	late	Leskinen_cleaned.tsv
gene-g016	phage	g016	early	Leskinen_cleaned.tsv
gene-g360	phage	g360	early	Leskinen_cleaned.tsv
gene-g219	phage	g219	middle	Leskinen_cleaned.tsv
gene-g013	phage	g013	early	Leskinen_cleaned.tsv
gene-g292	phage	g292	late	Leskinen_cleaned.tsv
gene-g223	phage	g223	middle	Leskinen_cleaned.tsv
gene-g003	phage	g003	late	Leskinen_cleaned.tsv
gene-g057	phage	g057	middle	Leskinen_cleaned.tsv
gene-g275	phage	g275	late	Leskinen_cleaned.tsv
gene-g359	phage	g359	early	Leskinen_cleaned.tsv
gene-g181	phage	g181	late	Leskinen_cleaned.tsv
gene-g212	phage	g212	early	Leskinen_cleaned.tsv
gene-g204	phage	g204	late	Leskinen_cleaned.tsv
gene-g059	phage	g059	middle	Leskinen_cleaned.tsv
gene-g317	phage	g317	early	Leskinen_cleaned.tsv
gene-g123	phage	g123	middle	Leskinen_cleaned.tsv
gene-g017	phage	g017	early	Leskinen_cleaned.tsv
gene-g047	phage	g047	late	Leskinen_cleaned.tsv
gene-g147	phage	g147	late	Leskinen_cleaned.tsv
gene-g332	phage	g332	middle	Leskinen_cleaned.tsv
gene-g358	phage	g358	early	Leskinen_cleaned.tsv
gene-g343	phage	g343	early	Leskinen_cleaned.tsv
gene-g167	phage	g167	late	Leskinen_cleaned.tsv
gene-g286	phage	g286	late	Leskinen_cleaned.tsv
gene-g024	phage	g024	early	Leskinen_cleaned.tsv
gene-g284	phage	g284	late	Leskinen_cleaned.tsv
gene-tRNA-Met (CAU)	phage	tRNA-Met (CAU)	late	Leskinen_cleaned.tsv
gene-g305	phage	g305	middle	Leskinen_cleaned.tsv
gene-g326	phage	g326	late	Leskinen_cleaned.tsv
gene-g172	phage	g172	late	Leskinen_cleaned.tsv
gene-g250	phage	g250	late	Leskinen_cleaned.tsv
gene-g076	phage	g076	late	Leskinen_cleaned.tsv
gene-g136	phage	g136	late	Leskinen_cleaned.tsv
gene-g134	phage	g134	late	Leskinen_cleaned.tsv
gene-g103	phage	g103	late	Leskinen_cleaned.tsv
